,elephant,dolphin,panda,lion,kangaroo,penguin,giraffe,chimpanzee,koala,orangutan
111,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
112,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
113,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
114,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
115,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
116,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
117,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
118,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
119,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
120,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
121,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
122,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
123,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
124,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
125,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
126,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
127,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
128,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
129,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
130,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
131,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
132,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
133,-4.5,-1.0,-1.25,-7.25,-5.5,-6.0,-2.75,-7.75,-5.0,-5.75
